Premature end of JPEG file
Premature end of JPEG file
Premature end of JPEG file
Loading dataloaders..
      Image      Total          P          R        mAP
     0/2   4516/7328     0.112     0.128     0.875     0.115      1.23        99     0.899
     0/2   4517/7328     0.112     0.128     0.875     0.115      1.23        97     0.951
     0/2   4518/7328     0.112     0.128     0.875     0.115      1.23        95     0.867
     0/2   4519/7328     0.112     0.128     0.875     0.115      1.23       130     0.905
     0/2   4520/7328     0.112     0.128     0.875     0.115      1.23       120      0.86
     0/2   4521/7328     0.112     0.128     0.875     0.115      1.23       136     0.872
     0/2   4522/7328     0.112     0.128     0.875     0.115      1.23       118     0.824
     0/2   4523/7328     0.112     0.128     0.875     0.115      1.23        91     0.925
     0/2   4524/7328     0.112     0.128     0.875     0.115      1.23       123      0.81
     0/2   4525/7328     0.112     0.128     0.875     0.115      1.23       113     0.874
     0/2   4526/7328     0.112     0.128     0.875     0.115      1.23        93     0.802
     0/2   4527/7328     0.112     0.128     0.875     0.115      1.23       144     0.788
     0/2   4528/7328     0.112     0.128     0.875     0.115      1.23       136     0.782
     0/2   4529/7328     0.112     0.128     0.874     0.115      1.23        61     0.875
     0/2   4530/7328     0.112     0.128     0.874     0.115      1.23       115     0.853
     0/2   4531/7328     0.112     0.128     0.874     0.115      1.23        97     0.949
     0/2   4532/7328     0.112     0.128     0.874     0.115      1.23       140     0.858
     0/2   4533/7328     0.112     0.128     0.874     0.115      1.23       127     0.933
     0/2   4534/7328     0.112     0.128     0.874     0.115      1.23       102     0.908
     0/2   4535/7328     0.112     0.128     0.874     0.115      1.23       124     0.927
     0/2   4536/7328     0.112     0.128     0.874     0.115      1.23       156     0.866
     0/2   4537/7328     0.112     0.128     0.874     0.115      1.23       128     0.855
     0/2   4538/7328     0.112     0.128     0.874     0.115      1.23       140     0.809
     0/2   4539/7328     0.112     0.128     0.874     0.115      1.23       119     0.897
     0/2   4540/7328     0.112     0.128     0.874     0.115      1.23       119     0.853
     0/2   4541/7328     0.112     0.128     0.874     0.115      1.23        99     0.942
     0/2   4542/7328     0.112     0.128     0.874     0.115      1.23        91     0.917
     0/2   4543/7328     0.112     0.128     0.874     0.115      1.23       103     0.851
     0/2   4544/7328     0.112     0.128     0.874     0.115      1.23       116     0.863
     0/2   4545/7328     0.112     0.128     0.874     0.115      1.23       116       0.9
     0/2   4546/7328     0.112     0.128     0.874     0.115      1.23        71     0.871
     0/2   4547/7328     0.112     0.128     0.874     0.115      1.23       190     0.881
     0/2   4548/7328     0.112     0.128     0.874     0.115      1.23       137     0.858
     0/2   4549/7328     0.112     0.128     0.874     0.115      1.23       131     0.897
     0/2   4550/7328     0.112     0.128     0.874     0.115      1.23       110     0.847
     0/2   4551/7328     0.112     0.128     0.874     0.115      1.23       173     0.855
     0/2   4552/7328     0.112     0.128     0.874     0.115      1.23       114     0.903
     0/2   4553/7328     0.112     0.128     0.873     0.115      1.23        88     0.871
     0/2   4554/7328     0.112     0.128     0.873     0.115      1.23       119     0.943
     0/2   4555/7328     0.112     0.128     0.873     0.115      1.23       100     0.856
     0/2   4556/7328     0.112     0.128     0.873     0.115      1.23       111     0.821
     0/2   4557/7328     0.112     0.128     0.873     0.115      1.23        85     0.867
     0/2   4558/7328     0.112     0.128     0.873     0.115      1.23        78     0.853
     0/2   4559/7328     0.112     0.128     0.873     0.115      1.23       137     0.874
     0/2   4560/7328     0.112     0.128     0.873     0.115      1.23       135     0.867
     0/2   4561/7328     0.112     0.128     0.873     0.115      1.23       113     0.895
     0/2   4562/7328     0.112     0.128     0.873     0.115      1.23       112     0.963
     0/2   4563/7328     0.112     0.128     0.873     0.115      1.23       129     0.884
     0/2   4564/7328     0.112     0.128     0.873     0.115      1.23       103     0.916
     0/2   4565/7328     0.112     0.128     0.873     0.115      1.23       103     0.855
     0/2   4566/7328     0.112     0.128     0.873     0.115      1.23        73     0.873
     0/2   4567/7328     0.112     0.128     0.873     0.115      1.23        84     0.916
     0/2   4568/7328     0.112     0.128     0.873     0.115      1.23       133     0.867
     0/2   4569/7328     0.112     0.128     0.873     0.115      1.23       135     0.905
     0/2   4570/7328     0.112     0.128     0.873     0.115      1.23       225     0.875
     0/2   4571/7328     0.112     0.128     0.873     0.115      1.23        77     0.822
     0/2   4572/7328     0.112     0.128     0.873     0.115      1.23       200     0.942
     0/2   4573/7328     0.112     0.128     0.873     0.115      1.23       204     0.924
     0/2   4574/7328     0.112     0.128     0.873     0.115      1.23       140     0.908
     0/2   4575/7328     0.112     0.128     0.873     0.115      1.23       112     0.866
     0/2   4576/7328     0.112     0.128     0.873     0.115      1.23       205     0.893
     0/2   4577/7328     0.112     0.128     0.873     0.115      1.23       162     0.848
     0/2   4578/7328     0.112     0.128     0.873     0.115      1.23       101      0.89
     0/2   4579/7328     0.112     0.128     0.873     0.115      1.23       111      0.87
     0/2   4580/7328     0.112     0.128     0.873     0.115      1.23       124     0.896
     0/2   4581/7328     0.112     0.128     0.873     0.115      1.23       116     0.838
     0/2   4582/7328     0.112     0.128     0.872     0.115      1.23        82     0.906
     0/2   4583/7328     0.112     0.128     0.872     0.115      1.23       122     0.888
     0/2   4584/7328     0.112     0.128     0.872     0.115      1.23       110     0.829
     0/2   4585/7328     0.112     0.128     0.872     0.115      1.23       177     0.865
     0/2   4586/7328     0.112     0.128     0.872     0.115      1.23        81     0.883
     0/2   4587/7328     0.112     0.128     0.872     0.115      1.23       166      0.88
     0/2   4588/7328     0.112     0.128     0.872     0.115      1.23       123     0.873
     0/2   4589/7328     0.112     0.128     0.872     0.115      1.23        78     0.846
     0/2   4590/7328     0.112     0.128     0.872     0.115      1.23       160     0.777
     0/2   4591/7328     0.112     0.128     0.872     0.115      1.23       127      0.92
     0/2   4592/7328     0.112     0.128     0.872     0.115      1.23       145     0.858
     0/2   4593/7328     0.112     0.128     0.872     0.115      1.23        58     0.955
     0/2   4594/7328     0.112     0.128     0.872     0.115      1.23       133      0.88
     0/2   4595/7328     0.112     0.128     0.872     0.115      1.23        73     0.906
     0/2   4596/7328     0.112     0.128     0.872     0.115      1.23        84     0.784
     0/2   4597/7328     0.112     0.128     0.872     0.115      1.23        91     0.905
     0/2   4598/7328     0.112     0.128     0.872     0.115      1.23       125     0.844
     0/2   4599/7328     0.112     0.128     0.872     0.115      1.23       101     0.873
     0/2   4600/7328     0.112     0.128     0.872     0.115      1.23       112     0.919
     0/2   4601/7328     0.112     0.128     0.872     0.115      1.23       188     0.846
     0/2   4602/7328     0.112     0.128     0.872     0.115      1.23       133     0.882
     0/2   4603/7328     0.112     0.128     0.872     0.115      1.23       130     0.877
     0/2   4604/7328     0.112     0.128     0.871     0.115      1.23       100     0.883
     0/2   4605/7328     0.112     0.128     0.871     0.115      1.23        98     0.864
     0/2   4606/7328     0.112     0.128     0.871     0.115      1.23       120     0.875
     0/2   4607/7328     0.112     0.128     0.871     0.115      1.23       105      0.86
     0/2   4608/7328     0.112     0.128     0.871     0.115      1.23       101     0.844
     0/2   4609/7328     0.112     0.128     0.871     0.115      1.23       114     0.918
     0/2   4610/7328     0.112     0.128     0.871     0.115      1.23       133     0.874
     0/2   4611/7328     0.112     0.128     0.871     0.115      1.23       150     0.919
     0/2   4612/7328     0.112     0.128     0.871     0.115      1.23       129     0.877
     0/2   4613/7328     0.112     0.128     0.871     0.115      1.23       182     0.865
     0/2   4614/7328     0.112     0.128     0.871     0.115      1.23       145     0.865
     0/2   4615/7328     0.112     0.128     0.871     0.115      1.23       129     0.872
     0/2   4616/7328     0.112     0.128     0.871     0.115      1.23        88     0.834
     0/2   4617/7328     0.112     0.128     0.871     0.115      1.23       140     0.822
     0/2   4618/7328     0.112     0.128     0.871     0.115      1.23       104      0.87
     0/2   4619/7328     0.112     0.128     0.871     0.115      1.23       122     0.846
     0/2   4620/7328     0.112     0.128     0.871     0.115      1.23       126     0.831
     0/2   4621/7328     0.112     0.128     0.871     0.115      1.23       109         1
     0/2   4622/7328     0.112     0.128     0.871     0.115      1.23        96     0.895
     0/2   4623/7328     0.112     0.128     0.871     0.115      1.23       199      0.83
     0/2   4624/7328     0.112     0.128     0.871     0.115      1.23       115     0.879
     0/2   4625/7328     0.112     0.128     0.871     0.115      1.23       118     0.836
     0/2   4626/7328     0.112     0.128     0.871     0.115      1.23        88     0.904
     0/2   4627/7328     0.112     0.128     0.871     0.115      1.23        98     0.851
     0/2   4628/7328     0.112     0.128     0.871     0.115      1.23       122     0.882
     0/2   4629/7328     0.112     0.128      0.87     0.115      1.23       100     0.962
     0/2   4630/7328     0.112     0.128      0.87     0.115      1.23       140      0.88
     0/2   4631/7328     0.112     0.128      0.87     0.115      1.23        79     0.802
     0/2   4632/7328     0.112     0.128      0.87     0.115      1.23       132     0.885
     0/2   4633/7328     0.112     0.128      0.87     0.115      1.23       110     0.952
     0/2   4634/7328     0.112     0.128      0.87     0.115      1.23        67     0.846
     0/2   4635/7328     0.112     0.128      0.87     0.115      1.23        78     0.915
     0/2   4636/7328     0.112     0.128      0.87     0.115      1.22       118     0.872
     0/2   4637/7328     0.112     0.128      0.87     0.115      1.23       142     0.894
     0/2   4638/7328     0.112     0.128      0.87     0.115      1.23       115     0.836
     0/2   4639/7328     0.112     0.128      0.87     0.115      1.22        97     0.876
     0/2   4640/7328     0.112     0.128      0.87     0.115      1.22       109     0.846
     0/2   4641/7328     0.112     0.128      0.87     0.115      1.22       103     0.828
     0/2   4642/7328     0.112     0.128      0.87     0.115      1.22        77     0.834
     0/2   4643/7328     0.112     0.128      0.87     0.115      1.22       143     0.898
     0/2   4644/7328     0.112     0.128      0.87     0.115      1.22        91     0.928
     0/2   4645/7328     0.112     0.128      0.87     0.115      1.22        75      0.85
     0/2   4646/7328     0.112     0.128      0.87     0.115      1.22       131     0.941
     0/2   4647/7328     0.112     0.128     0.869     0.115      1.22        46       0.9
     0/2   4648/7328     0.112     0.128     0.869     0.115      1.22        77     0.862
     0/2   4649/7328     0.112     0.128     0.869     0.115      1.22        69     0.861
     0/2   4650/7328     0.112     0.128     0.869     0.115      1.22       101     0.896
     0/2   4651/7328     0.112     0.128     0.869     0.114      1.22       102     0.853
     0/2   4652/7328     0.112     0.128     0.869     0.114      1.22        63     0.927
     0/2   4653/7328     0.112     0.128     0.869     0.114      1.22       135      0.88
     0/2   4654/7328     0.112     0.128     0.869     0.114      1.22       105     0.815
     0/2   4655/7328     0.112     0.128     0.869     0.114      1.22       132      0.93
     0/2   4656/7328     0.112     0.128     0.869     0.114      1.22       137     0.895
     0/2   4657/7328     0.112     0.128     0.869     0.114      1.22       122     0.884
     0/2   4658/7328     0.112     0.128     0.869     0.114      1.22        89     0.813
     0/2   4659/7328     0.112     0.128     0.869     0.114      1.22       142     0.853
     0/2   4660/7328     0.112     0.128     0.869     0.114      1.22       115     0.852
     0/2   4661/7328     0.112     0.128     0.869     0.114      1.22       121     0.996
     0/2   4662/7328     0.112     0.128     0.869     0.114      1.22       144     0.902
     0/2   4663/7328     0.112     0.128     0.869     0.114      1.22       114     0.933
     0/2   4664/7328     0.112     0.128     0.869     0.114      1.22       127     0.897
     0/2   4665/7328     0.112     0.128     0.869     0.114      1.22       139     0.851
     0/2   4666/7328     0.112     0.128     0.869     0.114      1.22       148     0.853
     0/2   4667/7328     0.112     0.128     0.869     0.114      1.22        79     0.864
     0/2   4668/7328     0.112     0.128     0.869     0.114      1.22       137     0.835
     0/2   4669/7328     0.112     0.128     0.868     0.114      1.22       133     0.926
     0/2   4670/7328     0.112     0.128     0.868     0.114      1.22        87     0.887
     0/2   4671/7328     0.112     0.128     0.868     0.114      1.22        74     0.819
     0/2   4672/7328     0.112     0.128     0.868     0.114      1.22       130     0.845
     0/2   4673/7328     0.112     0.128     0.868     0.114      1.22        90      0.95
     0/2   4674/7328     0.112     0.128     0.868     0.114      1.22       100     0.875
     0/2   4675/7328     0.112     0.128     0.868     0.114      1.22       119     0.844
     0/2   4676/7328     0.112     0.128     0.868     0.114      1.22       114     0.855
     0/2   4677/7328     0.112     0.128     0.868     0.114      1.22       151     0.963
     0/2   4678/7328     0.112     0.128     0.868     0.114      1.22       151     0.866
     0/2   4679/7328     0.112     0.128     0.868     0.114      1.22       101         1
     0/2   4680/7328     0.112     0.128     0.868     0.114      1.22        86     0.807
     0/2   4681/7328     0.112     0.128     0.868     0.114      1.22        59     0.865
     0/2   4682/7328     0.112     0.128     0.868     0.114      1.22        69     0.937
     0/2   4683/7328     0.112     0.128     0.868     0.114      1.22       106     0.836
     0/2   4684/7328     0.112     0.128     0.867     0.114      1.22        57      0.95
     0/2   4685/7328     0.112     0.128     0.867     0.114      1.22       122     0.909
     0/2   4686/7328     0.112     0.128     0.867     0.114      1.22       141     0.882
     0/2   4687/7328     0.112     0.128     0.868     0.114      1.22       167      0.81
     0/2   4688/7328     0.112     0.128     0.868     0.114      1.22       125      0.88
     0/2   4689/7328     0.112     0.128     0.868     0.114      1.22       130     0.827
     0/2   4690/7328     0.112     0.128     0.868     0.114      1.22       113     0.823
     0/2   4691/7328     0.112     0.128     0.867     0.114      1.22       123     0.947
     0/2   4692/7328     0.112     0.128     0.867     0.114      1.22        94     0.824
     0/2   4693/7328     0.112     0.128     0.867     0.114      1.22       110     0.885
     0/2   4694/7328     0.112     0.128     0.867     0.114      1.22        94     0.948
     0/2   4695/7328     0.112     0.128     0.867     0.114      1.22        84     0.896
     0/2   4696/7328     0.112     0.128     0.867     0.114      1.22       148     0.896
     0/2   4697/7328     0.112     0.128     0.867     0.114      1.22       109     0.825
     0/2   4698/7328     0.112     0.128     0.867     0.114      1.22        86     0.916
     0/2   4699/7328     0.112     0.128     0.867     0.114      1.22       177     0.852
     0/2   4700/7328     0.112     0.128     0.867     0.114      1.22       119     0.825
     0/2   4701/7328     0.112     0.128     0.867     0.114      1.22        96     0.852
     0/2   4702/7328     0.112     0.128     0.867     0.114      1.22       143     0.854
     0/2   4703/7328     0.112     0.128     0.867     0.114      1.22       103     0.842
     0/2   4704/7328     0.112     0.128     0.867     0.114      1.22       103     0.884
     0/2   4705/7328     0.112     0.128     0.867     0.114      1.22        73     0.798
     0/2   4706/7328     0.112     0.128     0.867     0.114      1.22       132     0.876
     0/2   4707/7328     0.112     0.128     0.867     0.114      1.22       160     0.805
     0/2   4708/7328     0.112     0.128     0.867     0.114      1.22        93     0.885
     0/2   4709/7328     0.112     0.128     0.867     0.114      1.22        97     0.838
     0/2   4710/7328     0.112     0.128     0.867     0.114      1.22       104     0.822
     0/2   4711/7328     0.112     0.128     0.867     0.114      1.22       194     0.896
     0/2   4712/7328     0.112     0.128     0.867     0.114      1.22       130     0.878
     0/2   4713/7328     0.112     0.128     0.867     0.114      1.22       173     0.928
     0/2   4714/7328     0.112     0.128     0.867     0.114      1.22        68      0.85
     0/2   4715/7328     0.112     0.128     0.866     0.114      1.22       135     0.925
     0/2   4716/7328     0.112     0.128     0.866     0.114      1.22       127     0.851
     0/2   4717/7328     0.112     0.128     0.866     0.114      1.22       106     0.953
     0/2   4718/7328     0.112     0.128     0.866     0.114      1.22        84     0.846
     0/2   4719/7328     0.112     0.128     0.866     0.114      1.22       130     0.832
     0/2   4720/7328     0.112     0.128     0.866     0.114      1.22       134     0.947
     0/2   4721/7328     0.112     0.128     0.866     0.114      1.22        78     0.894
     0/2   4722/7328     0.112     0.128     0.866     0.114      1.22       136     0.892
     0/2   4723/7328     0.112     0.128     0.866     0.114      1.22       125     0.882
     0/2   4724/7328     0.112     0.128     0.866     0.114      1.22       149     0.865
     0/2   4725/7328     0.112     0.128     0.866     0.114      1.22        97     0.872
     0/2   4726/7328     0.112     0.128     0.866     0.114      1.22       109     0.801
     0/2   4727/7328     0.112     0.128     0.866     0.114      1.22       156     0.925
     0/2   4728/7328     0.112     0.128     0.866     0.114      1.22       130     0.833
     0/2   4729/7328     0.112     0.128     0.866     0.114      1.22       139     0.891
     0/2   4730/7328     0.112     0.128     0.866     0.114      1.22       102     0.905
     0/2   4731/7328     0.112     0.128     0.866     0.114      1.22       145      1.01
     0/2   4732/7328     0.112     0.128     0.866     0.114      1.22       161     0.895
     0/2   4733/7328     0.112     0.128     0.866     0.114      1.22       128     0.841
     0/2   4734/7328     0.112     0.128     0.866     0.114      1.22       106     0.792
     0/2   4735/7328     0.112     0.128     0.866     0.114      1.22       150     0.866
     0/2   4736/7328     0.112     0.128     0.866     0.114      1.22       118     0.951
     0/2   4737/7328     0.112     0.128     0.866     0.114      1.22       118     0.872
     0/2   4738/7328     0.112     0.128     0.866     0.114      1.22       176     0.937
     0/2   4739/7328     0.112     0.128     0.866     0.114      1.22       164     0.869
     0/2   4740/7328     0.112     0.128     0.866     0.114      1.22       137     0.933
     0/2   4741/7328     0.112     0.128     0.866     0.114      1.22       161     0.882
     0/2   4742/7328     0.112     0.128     0.866     0.114      1.22       151     0.862
     0/2   4743/7328     0.112     0.128     0.866     0.114      1.22       147      0.85
     0/2   4744/7328     0.112     0.128     0.866     0.114      1.22       187     0.909
     0/2   4745/7328     0.112     0.128     0.866     0.114      1.22       143     0.853
     0/2   4746/7328     0.112     0.128     0.866     0.114      1.22        84     0.846
     0/2   4747/7328     0.112     0.128     0.866     0.114      1.22       107     0.866
     0/2   4748/7328     0.112     0.128     0.866     0.114      1.22       147     0.844
     0/2   4749/7328     0.112     0.128     0.866     0.114      1.22       135     0.856
     0/2   4750/7328     0.112     0.128     0.866     0.114      1.22       110     0.904
     0/2   4751/7328     0.112     0.128     0.866     0.114      1.22       109      0.82
     0/2   4752/7328     0.112     0.128     0.865     0.114      1.22       116       0.9
     0/2   4753/7328     0.112     0.128     0.865     0.114      1.22       137     0.838
     0/2   4754/7328     0.112     0.128     0.865     0.114      1.22        87     0.875
     0/2   4755/7328     0.112     0.128     0.865     0.114      1.22       115     0.818
     0/2   4756/7328     0.112     0.128     0.865     0.114      1.22       111     0.918
     0/2   4757/7328     0.112     0.128     0.865     0.114      1.22       148     0.844
     0/2   4758/7328     0.112     0.128     0.865     0.114      1.22       122     0.821
     0/2   4759/7328     0.112     0.128     0.865     0.114      1.22        64      0.95
     0/2   4760/7328     0.112     0.128     0.865     0.114      1.22       128     0.845
     0/2   4761/7328     0.112     0.128     0.865     0.114      1.22       151      0.83
     0/2   4762/7328     0.112     0.128     0.865     0.114      1.22       114     0.864
     0/2   4763/7328     0.112     0.128     0.865     0.114      1.22        81     0.862
     0/2   4764/7328     0.112     0.128     0.865     0.114      1.22       160     0.917
     0/2   4765/7328     0.112     0.128     0.865     0.114      1.22       136     0.909
     0/2   4766/7328     0.112     0.128     0.865     0.114      1.22        99     0.883
     0/2   4767/7328     0.112     0.128     0.865     0.114      1.22        67      0.91
     0/2   4768/7328     0.112     0.128     0.865     0.114      1.22        95      1.17
     0/2   4769/7328     0.112     0.128     0.865     0.114      1.22        84     0.889
     0/2   4770/7328     0.112     0.128     0.865     0.114      1.22        81     0.999
     0/2   4771/7328     0.112     0.128     0.865     0.114      1.22       164     0.973
     0/2   4772/7328     0.112     0.128     0.864     0.114      1.22       111     0.847
     0/2   4773/7328     0.112     0.128     0.864     0.114      1.22       107     0.977
     0/2   4774/7328     0.112     0.128     0.864     0.114      1.22        97     0.818
     0/2   4775/7328     0.112     0.128     0.864     0.114      1.22       106     0.864
     0/2   4776/7328     0.112     0.128     0.864     0.114      1.22       135     0.863
     0/2   4777/7328     0.112     0.128     0.864     0.114      1.22       106     0.854
     0/2   4778/7328     0.112     0.128     0.864     0.114      1.22       140      0.84
     0/2   4779/7328     0.112     0.128     0.864     0.114      1.22       176     0.932
     0/2   4780/7328     0.112     0.128     0.864     0.114      1.22        90      0.84
     0/2   4781/7328     0.112     0.128     0.864     0.114      1.22       118     0.939
     0/2   4782/7328     0.112     0.128     0.864     0.114      1.22        93     0.808
     0/2   4783/7328     0.112     0.128     0.864     0.114      1.22       134     0.898
     0/2   4784/7328     0.112     0.128     0.864     0.114      1.22       118     0.826
     0/2   4785/7328     0.112     0.128     0.864     0.114      1.22       137     0.867
     0/2   4786/7328     0.112     0.128     0.864     0.114      1.22       136     0.847
     0/2   4787/7328     0.112     0.128     0.864     0.114      1.22        84     0.833
     0/2   4788/7328     0.112     0.128     0.864     0.114      1.22       205     0.822
     0/2   4789/7328     0.112     0.128     0.864     0.114      1.22       121     0.856
     0/2   4790/7328     0.112     0.128     0.864     0.114      1.22       138     0.836
     0/2   4791/7328     0.112     0.128     0.864     0.114      1.22       166     0.893
     0/2   4792/7328     0.112     0.128     0.864     0.114      1.22       103     0.803
     0/2   4793/7328     0.112     0.128     0.864     0.114      1.22        97     0.877
     0/2   4794/7328     0.112     0.128     0.864     0.114      1.22       104     0.858
     0/2   4795/7328     0.112     0.128     0.864     0.114      1.22        96     0.899
     0/2   4796/7328     0.112     0.128     0.864     0.114      1.22       120     0.867
     0/2   4797/7328     0.112     0.128     0.864     0.114      1.22       106     0.881
     0/2   4798/7328     0.112     0.128     0.864     0.114      1.22        97     0.893
     0/2   4799/7328     0.112     0.128     0.864     0.114      1.22       149     0.913
     0/2   4800/7328     0.112     0.128     0.864     0.114      1.22       163     0.865
     0/2   4801/7328     0.112     0.128     0.864     0.114      1.22       121     0.934
     0/2   4802/7328     0.112     0.128     0.864     0.114      1.22       124     0.892
     0/2   4803/7328     0.112     0.128     0.864     0.114      1.22       116     0.865
     0/2   4804/7328     0.112     0.128     0.864     0.114      1.22       142      0.95
     0/2   4805/7328     0.112     0.128     0.863     0.114      1.22       119     0.822
     0/2   4806/7328     0.112     0.128     0.863     0.114      1.22       152     0.899
     0/2   4807/7328     0.112     0.128     0.864     0.114      1.22       156     0.921
     0/2   4808/7328     0.112     0.128     0.863     0.114      1.22       115     0.883
     0/2   4809/7328     0.112     0.128     0.863     0.114      1.22       114     0.958
     0/2   4810/7328     0.112     0.128     0.863     0.114      1.22        96     0.962
     0/2   4811/7328     0.112     0.128     0.863     0.114      1.22        95     0.813
     0/2   4812/7328     0.112     0.128     0.863     0.114      1.22        84      0.95
     0/2   4813/7328     0.112     0.128     0.863     0.114      1.22        63     0.945
     0/2   4814/7328     0.112     0.128     0.863     0.114      1.22        88     0.839
     0/2   4815/7328     0.112     0.128     0.863     0.114      1.22        97      0.91
     0/2   4816/7328     0.112     0.128     0.863     0.114      1.22       110      0.85
     0/2   4817/7328     0.112     0.128     0.863     0.114      1.22       121       0.9
     0/2   4818/7328     0.112     0.128     0.863     0.114      1.22       115     0.928
     0/2   4819/7328     0.112     0.128     0.863     0.114      1.22       114     0.865
     0/2   4820/7328     0.112     0.128     0.863     0.114      1.22        74     0.888
     0/2   4821/7328     0.112     0.128     0.863     0.114      1.22        89     0.899
     0/2   4822/7328     0.112     0.128     0.863     0.114      1.22       119     0.891
     0/2   4823/7328     0.112     0.128     0.863     0.114      1.22       148     0.859
     0/2   4824/7328     0.112     0.128     0.863     0.114      1.22       160     0.885
     0/2   4825/7328     0.112     0.128     0.863     0.114      1.22       162     0.899
     0/2   4826/7328     0.112     0.128     0.863     0.114      1.22       117     0.913
     0/2   4827/7328     0.112     0.128     0.862     0.114      1.22       105     0.937
     0/2   4828/7328     0.112     0.128     0.862     0.114      1.22        81     0.805
     0/2   4829/7328     0.112     0.128     0.862     0.114      1.22       137     0.809
     0/2   4830/7328     0.112     0.128     0.862     0.114      1.22        76     0.833
     0/2   4831/7328     0.112     0.128     0.862     0.114      1.22       152     0.795
     0/2   4832/7328     0.112     0.128     0.862     0.114      1.22        56     0.883
     0/2   4833/7328     0.112     0.128     0.862     0.114      1.22       107     0.798
     0/2   4834/7328     0.112     0.128     0.862     0.114      1.22       156     0.855
     0/2   4835/7328     0.112     0.128     0.862     0.114      1.22       116     0.883
     0/2   4836/7328     0.112     0.128     0.862     0.114      1.22       117     0.889
     0/2   4837/7328     0.112     0.128     0.862     0.114      1.22       107     0.956
     0/2   4838/7328     0.112     0.128     0.862     0.114      1.22       106     0.819
     0/2   4839/7328     0.112     0.128     0.862     0.114      1.22       111     0.942
     0/2   4840/7328     0.112     0.128     0.862     0.114      1.22       119      0.85
     0/2   4841/7328     0.112     0.128     0.862     0.114      1.22       155       0.9
     0/2   4842/7328     0.112     0.128     0.862     0.114      1.22       125     0.917
     0/2   4843/7328     0.112     0.128     0.862     0.114      1.22        59     0.811
     0/2   4844/7328     0.112     0.128     0.862     0.114      1.22       138      0.87
     0/2   4845/7328     0.112     0.128     0.862     0.114      1.22       114     0.824
     0/2   4846/7328     0.112     0.128     0.862     0.114      1.22        91     0.885
     0/2   4847/7328     0.112     0.128     0.862     0.114      1.22       110     0.873
     0/2   4848/7328     0.112     0.128     0.862     0.114      1.22       123     0.897
     0/2   4849/7328     0.112     0.128     0.862     0.114      1.22        56      0.89
     0/2   4850/7328     0.112     0.128     0.862     0.114      1.22        98     0.871
     0/2   4851/7328     0.112     0.128     0.861     0.114      1.22       117     0.836
     0/2   4852/7328     0.112     0.128     0.861     0.114      1.22       126     0.879
     0/2   4853/7328     0.112     0.128     0.861     0.114      1.22        98     0.853
     0/2   4854/7328     0.112     0.128     0.861     0.114      1.22       148     0.928
     0/2   4855/7328     0.112     0.128     0.861     0.114      1.22       142     0.897
     0/2   4856/7328     0.112     0.128     0.861     0.114      1.22       139     0.905
     0/2   4857/7328     0.112     0.128     0.861     0.114      1.22       142     0.861
     0/2   4858/7328     0.112     0.128     0.861     0.114      1.21        99     0.873
     0/2   4859/7328     0.112     0.128     0.861     0.114      1.21       118     0.816
     0/2   4860/7328     0.112     0.128     0.861     0.114      1.21       102     0.905
     0/2   4861/7328     0.112     0.128     0.861     0.114      1.21       125     0.908
     0/2   4862/7328     0.112     0.128     0.861     0.114      1.21       128     0.903
     0/2   4863/7328     0.112     0.128     0.861     0.114      1.21       121     0.869
     0/2   4864/7328     0.112     0.128     0.861     0.114      1.21       125     0.926
     0/2   4865/7328     0.112     0.128     0.861     0.114      1.21       151     0.872
     0/2   4866/7328     0.112     0.128     0.861     0.114      1.21        65     0.809
     0/2   4867/7328     0.112     0.128     0.861     0.114      1.21        99     0.901
     0/2   4868/7328     0.112     0.128     0.861     0.114      1.21        86     0.843
     0/2   4869/7328     0.112     0.128     0.861     0.114      1.21        82     0.862
     0/2   4870/7328     0.112     0.128     0.861     0.114      1.21       113     0.859
     0/2   4871/7328     0.112     0.128     0.861     0.114      1.21       141     0.866
     0/2   4872/7328     0.112     0.128     0.861     0.114      1.21       107     0.889
     0/2   4873/7328     0.112     0.128      0.86     0.114      1.21        93      0.85
     0/2   4874/7328     0.112     0.128      0.86     0.114      1.21        80     0.939
     0/2   4875/7328     0.112     0.128      0.86     0.114      1.21       107     0.897
     0/2   4876/7328     0.112     0.128      0.86     0.114      1.21       175     0.864
     0/2   4877/7328     0.112     0.128      0.86     0.114      1.21        65     0.843
     0/2   4878/7328     0.112     0.128      0.86     0.114      1.21       121     0.858
     0/2   4879/7328     0.112     0.128      0.86     0.114      1.21       192     0.935
     0/2   4880/7328     0.112     0.128      0.86     0.114      1.21       123     0.914
     0/2   4881/7328     0.112     0.128      0.86     0.114      1.21        97     0.815
     0/2   4882/7328     0.112     0.128      0.86     0.114      1.21        91     0.864
     0/2   4883/7328     0.112     0.128      0.86     0.114      1.21       137      0.89
     0/2   4884/7328     0.112     0.128      0.86     0.114      1.21       108     0.939
     0/2   4885/7328     0.112     0.128      0.86     0.114      1.21       143     0.903
     0/2   4886/7328     0.112     0.128      0.86     0.114      1.21       129     0.889
     0/2   4887/7328     0.112     0.128      0.86     0.114      1.21       213     0.935
     0/2   4888/7328     0.112     0.128      0.86     0.114      1.21       204     0.903
     0/2   4889/7328     0.112     0.128      0.86     0.114      1.21       126     0.858
     0/2   4890/7328     0.112     0.128      0.86     0.114      1.21       156     0.869
     0/2   4891/7328     0.112     0.128      0.86     0.114      1.21       131     0.858
