Premature end of JPEG file
Premature end of JPEG file
Premature end of JPEG file
Loading dataloaders..
      Image      Total          P          R        mAP
     1/2   6574/7328     0.111     0.124      0.72     0.104      1.06       124     0.832
     1/2   6575/7328     0.111     0.124      0.72     0.104      1.06        96     0.867
     1/2   6576/7328     0.111     0.124      0.72     0.104      1.06       104     0.858
     1/2   6577/7328     0.111     0.124      0.72     0.104      1.06       114     0.885
     1/2   6578/7328     0.111     0.124      0.72     0.104      1.06        72     0.864
     1/2   6579/7328     0.111     0.124      0.72     0.104      1.06       111     0.894
     1/2   6580/7328     0.111     0.124      0.72     0.104      1.06        85     0.775
     1/2   6581/7328     0.111     0.124      0.72     0.104      1.06        63     0.818
     1/2   6582/7328     0.111     0.124      0.72     0.104      1.06        67     0.983
     1/2   6583/7328     0.111     0.124      0.72     0.104      1.06       104     0.863
     1/2   6584/7328     0.111     0.124      0.72     0.104      1.06       133     0.827
     1/2   6585/7328     0.111     0.124      0.72     0.104      1.06       182     0.831
     1/2   6586/7328     0.111     0.124      0.72     0.104      1.06       154     0.864
     1/2   6587/7328     0.111     0.124      0.72     0.104      1.06        70     0.818
     1/2   6588/7328     0.111     0.124      0.72     0.104      1.06       115     0.869
     1/2   6589/7328     0.111     0.124      0.72     0.104      1.06       150     0.881
     1/2   6590/7328     0.111     0.124      0.72     0.104      1.06       133      0.81
     1/2   6591/7328     0.111     0.124      0.72     0.104      1.06       135     0.902
     1/2   6592/7328     0.111     0.124      0.72     0.104      1.06       148     0.874
     1/2   6593/7328     0.111     0.124      0.72     0.104      1.06        97     0.842
     1/2   6594/7328     0.111     0.124      0.72     0.104      1.06       171     0.865
     1/2   6595/7328     0.111     0.124      0.72     0.104      1.06       141     0.873
     1/2   6596/7328     0.111     0.124      0.72     0.104      1.06       107      0.84
     1/2   6597/7328     0.111     0.124      0.72     0.104      1.06        58     0.806
     1/2   6598/7328     0.111     0.124      0.72     0.104      1.06       126     0.921
     1/2   6599/7328     0.111     0.124      0.72     0.104      1.06       128     0.882
     1/2   6600/7328     0.111     0.124      0.72     0.104      1.06       158      0.93
     1/2   6601/7328     0.111     0.124      0.72     0.104      1.06       119     0.901
     1/2   6602/7328     0.111     0.124      0.72     0.104      1.06       164     0.863
     1/2   6603/7328     0.111     0.124      0.72     0.104      1.06       115     0.839
     1/2   6604/7328     0.111     0.124      0.72     0.104      1.06       105     0.874
     1/2   6605/7328     0.111     0.124      0.72     0.104      1.06       114      0.85
     1/2   6606/7328     0.111     0.124      0.72     0.104      1.06       102     0.816
     1/2   6607/7328     0.111     0.124      0.72     0.104      1.06       103     0.832
     1/2   6608/7328     0.111     0.124      0.72     0.104      1.06        63     0.904
     1/2   6609/7328     0.111     0.124      0.72     0.104      1.06       106     0.896
     1/2   6610/7328     0.111     0.124      0.72     0.104      1.06        83      0.86
     1/2   6611/7328     0.111     0.124      0.72     0.104      1.06       168      0.87
     1/2   6612/7328     0.111     0.124      0.72     0.104      1.06       116     0.829
     1/2   6613/7328     0.111     0.124      0.72     0.104      1.06       115     0.841
     1/2   6614/7328     0.111     0.124      0.72     0.104      1.06       109     0.838
     1/2   6615/7328     0.111     0.124      0.72     0.104      1.06       120     0.881
     1/2   6616/7328     0.111     0.124     0.719     0.104      1.06       126     0.877
     1/2   6617/7328     0.111     0.124     0.719     0.104      1.06       125     0.812
     1/2   6618/7328     0.111     0.124      0.72     0.104      1.06       138     0.863
     1/2   6619/7328     0.111     0.124     0.719     0.104      1.06       106      0.85
     1/2   6620/7328     0.111     0.124     0.719     0.104      1.06       113     0.845
     1/2   6621/7328     0.111     0.124     0.719     0.104      1.06       120     0.867
     1/2   6622/7328     0.111     0.124     0.719     0.104      1.06       147      0.98
     1/2   6623/7328     0.111     0.124     0.719     0.104      1.06        95     0.832
     1/2   6624/7328     0.111     0.124     0.719     0.104      1.06        99     0.835
     1/2   6625/7328     0.111     0.124     0.719     0.104      1.06       124     0.872
     1/2   6626/7328     0.111     0.124     0.719     0.104      1.06       100     0.863
     1/2   6627/7328     0.111     0.124     0.719     0.104      1.06       115     0.974
     1/2   6628/7328     0.111     0.124     0.719     0.104      1.06       185     0.862
     1/2   6629/7328     0.111     0.124     0.719     0.104      1.06       129     0.914
     1/2   6630/7328     0.111     0.124     0.719     0.104      1.06       172       0.9
     1/2   6631/7328     0.111     0.124     0.719     0.104      1.06        84     0.973
     1/2   6632/7328     0.111     0.124     0.719     0.104      1.06       134     0.861
     1/2   6633/7328     0.111     0.124     0.719     0.104      1.06        95     0.846
     1/2   6634/7328     0.111     0.124     0.719     0.104      1.06       115       0.8
     1/2   6635/7328     0.111     0.124     0.719     0.104      1.06       117     0.847
     1/2   6636/7328     0.111     0.124     0.719     0.104      1.06        99     0.871
     1/2   6637/7328     0.111     0.124     0.719     0.104      1.06       135     0.851
     1/2   6638/7328     0.111     0.124     0.719     0.104      1.06        98     0.832
     1/2   6639/7328     0.111     0.124     0.719     0.104      1.06       114     0.884
     1/2   6640/7328     0.111     0.124     0.719     0.104      1.06       128     0.863
     1/2   6641/7328     0.111     0.124     0.719     0.104      1.06       153      0.86
     1/2   6642/7328     0.111     0.124     0.719     0.104      1.06       160     0.825
     1/2   6643/7328     0.111     0.124     0.719     0.104      1.06       122      0.87
     1/2   6644/7328     0.111     0.124     0.719     0.104      1.06        93     0.885
     1/2   6645/7328     0.111     0.124     0.719     0.104      1.06        89     0.964
     1/2   6646/7328     0.111     0.124     0.719     0.104      1.06       123     0.862
     1/2   6647/7328     0.111     0.124     0.719     0.104      1.06       166     0.923
     1/2   6648/7328     0.111     0.124     0.719     0.104      1.06        72     0.939
     1/2   6649/7328     0.111     0.124     0.719     0.104      1.06       147      0.86
     1/2   6650/7328     0.111     0.124     0.719     0.104      1.06        94     0.856
     1/2   6651/7328     0.111     0.124     0.719     0.104      1.06       142     0.874
     1/2   6652/7328     0.111     0.124     0.719     0.104      1.06        57     0.792
     1/2   6653/7328     0.111     0.124     0.719     0.104      1.06        93     0.866
     1/2   6654/7328     0.111     0.124     0.719     0.104      1.06       132     0.851
     1/2   6655/7328     0.111     0.124     0.719     0.104      1.06        77     0.825
     1/2   6656/7328     0.111     0.124     0.719     0.104      1.06       134     0.869
     1/2   6657/7328     0.111     0.124     0.719     0.104      1.06       139     0.875
     1/2   6658/7328     0.111     0.124     0.719     0.104      1.06       119     0.852
     1/2   6659/7328     0.111     0.124     0.719     0.104      1.06       146     0.868
     1/2   6660/7328     0.111     0.124     0.719     0.104      1.06       159     0.809
     1/2   6661/7328     0.111     0.124     0.719     0.104      1.06       138     0.819
     1/2   6662/7328     0.111     0.124     0.719     0.104      1.06       137     0.889
     1/2   6663/7328     0.111     0.124     0.719     0.104      1.06        75     0.909
     1/2   6664/7328     0.111     0.124     0.719     0.104      1.06        84     0.849
     1/2   6665/7328     0.111     0.124     0.719     0.104      1.06       126      0.85
     1/2   6666/7328     0.111     0.124     0.719     0.104      1.06       140     0.919
     1/2   6667/7328     0.111     0.124     0.719     0.104      1.06        91     0.916
     1/2   6668/7328     0.111     0.124     0.718     0.104      1.06        69     0.857
     1/2   6669/7328     0.111     0.124     0.718     0.104      1.06       139     0.905
     1/2   6670/7328     0.111     0.124     0.718     0.104      1.06       102     0.922
     1/2   6671/7328     0.111     0.124     0.718     0.104      1.06        95     0.814
     1/2   6672/7328     0.111     0.124     0.718     0.104      1.06        97     0.893
     1/2   6673/7328     0.111     0.124     0.718     0.104      1.06        63      0.89
     1/2   6674/7328     0.111     0.124     0.718     0.104      1.06        96     0.882
     1/2   6675/7328     0.111     0.124     0.718     0.104      1.06        89     0.819
     1/2   6676/7328     0.111     0.124     0.718     0.104      1.06       138     0.881
     1/2   6677/7328     0.111     0.124     0.718     0.104      1.06        84     0.882
     1/2   6678/7328     0.111     0.124     0.718     0.104      1.06       143     0.899
     1/2   6679/7328     0.111     0.124     0.718     0.104      1.06        86     0.849
     1/2   6680/7328     0.111     0.124     0.718     0.104      1.06       132     0.898
     1/2   6681/7328     0.111     0.124     0.718     0.104      1.06       132     0.834
     1/2   6682/7328     0.111     0.124     0.718     0.104      1.06        92     0.867
     1/2   6683/7328     0.111     0.124     0.718     0.104      1.06       123     0.885
     1/2   6684/7328     0.111     0.124     0.718     0.104      1.06       139     0.873
     1/2   6685/7328     0.111     0.124     0.718     0.104      1.06       102     0.897
     1/2   6686/7328     0.111     0.124     0.718     0.104      1.06       103     0.869
     1/2   6687/7328     0.111     0.124     0.718     0.104      1.06        85     0.933
     1/2   6688/7328     0.111     0.124     0.718     0.104      1.06       158     0.911
     1/2   6689/7328     0.111     0.124     0.718     0.104      1.06       125     0.845
     1/2   6690/7328     0.111     0.124     0.718     0.104      1.06       118     0.848
     1/2   6691/7328     0.111     0.124     0.718     0.104      1.06        84     0.841
     1/2   6692/7328     0.111     0.124     0.718     0.104      1.06       131     0.802
