Premature end of JPEG file
Premature end of JPEG file
Premature end of JPEG file
/gpfs/accounts/robosub_team_root/robosub_team/bdmanley/modelcompression-2019/venv/lib64/python3.6/site-packages/sklearn/externals/joblib/externals/cloudpickle/cloudpickle.py:47: DeprecationWarning: the imp module is deprecated in favour of importlib; see the module's documentation for alternative uses
  import imp
Loading dataloaders..
      Image      Total          P          R        mAP
     2/2   1524/7328     0.112     0.132      1.03      0.13       1.4        96     0.891
     2/2   1525/7328     0.112     0.132      1.03      0.13       1.4        95      0.88
     2/2   1526/7328     0.112     0.132      1.03      0.13       1.4       127     0.863
     2/2   1527/7328     0.112     0.132      1.03      0.13       1.4       127     0.953
     2/2   1528/7328     0.112     0.132      1.03      0.13       1.4       112     0.816
     2/2   1529/7328     0.112     0.132      1.03      0.13       1.4       127     0.917
     2/2   1530/7328     0.112     0.132      1.03      0.13       1.4        97     0.937
     2/2   1531/7328     0.112     0.132      1.03      0.13       1.4        76     0.832
     2/2   1532/7328     0.112     0.132      1.03      0.13       1.4       101      0.89
     2/2   1533/7328     0.112     0.132      1.03      0.13       1.4       108     0.848
     2/2   1534/7328     0.112     0.132      1.02      0.13       1.4       119     0.874
     2/2   1535/7328     0.112     0.132      1.02     0.129       1.4       111       0.9
     2/2   1536/7328     0.112     0.132      1.02     0.129       1.4       132      0.94
     2/2   1537/7328     0.112     0.132      1.02     0.129       1.4       114     0.893
     2/2   1538/7328     0.112     0.132      1.02     0.129       1.4        98       0.9
     2/2   1539/7328     0.112     0.132      1.02     0.129       1.4       169     0.818
     2/2   1540/7328     0.112     0.132      1.02     0.129       1.4       124     0.937
     2/2   1541/7328     0.112     0.132      1.02     0.129       1.4       105     0.947
     2/2   1542/7328     0.112     0.132      1.02     0.129       1.4        69     0.848
     2/2   1543/7328     0.112     0.132      1.02     0.129       1.4        62     0.822
     2/2   1544/7328     0.112     0.132      1.02     0.129       1.4        96     0.946
     2/2   1545/7328     0.112     0.132      1.02     0.129       1.4        90     0.827
     2/2   1546/7328     0.112     0.132      1.02     0.129       1.4       170     0.887
     2/2   1547/7328     0.112     0.132      1.02     0.129       1.4       101     0.915
     2/2   1548/7328     0.112     0.132      1.02     0.129      1.39        66     0.963
     2/2   1549/7328     0.112     0.132      1.02     0.129      1.39       104     0.855
     2/2   1550/7328     0.112     0.132      1.02     0.129      1.39       106     0.813
     2/2   1551/7328     0.112     0.132      1.02     0.129      1.39       104     0.865
     2/2   1552/7328     0.112     0.132      1.02     0.129      1.39       124     0.916
     2/2   1553/7328     0.112     0.132      1.02     0.129      1.39       153     0.842
     2/2   1554/7328     0.112     0.132      1.02     0.129      1.39       133     0.865
     2/2   1555/7328     0.112     0.132      1.02     0.129      1.39        91     0.926
     2/2   1556/7328     0.112     0.132      1.02     0.129      1.39       156     0.852
     2/2   1557/7328     0.112     0.132      1.02     0.129      1.39        45     0.829
     2/2   1558/7328     0.112     0.132      1.02     0.129      1.39       107     0.873
     2/2   1559/7328     0.112     0.132      1.02     0.129      1.39       120     0.892
     2/2   1560/7328     0.112     0.132      1.02     0.129      1.39        88      0.91
     2/2   1561/7328     0.112     0.132      1.02     0.129      1.39       150      1.03
     2/2   1562/7328     0.112     0.132      1.02     0.129      1.39       191     0.887
     2/2   1563/7328     0.112     0.132      1.02     0.129      1.39        77     0.913
     2/2   1564/7328     0.112     0.132      1.02     0.129      1.39        69      1.01
     2/2   1565/7328     0.112     0.132      1.02     0.129      1.39       110     0.922
     2/2   1566/7328     0.112     0.132      1.02     0.129      1.39        74     0.945
     2/2   1567/7328     0.112     0.132      1.02     0.129      1.39       151     0.903
     2/2   1568/7328     0.112     0.132      1.02     0.129      1.39       161     0.891
     2/2   1569/7328     0.112     0.132      1.02     0.129      1.39        83      0.89
     2/2   1570/7328     0.112     0.132      1.02     0.129      1.39       110     0.873
     2/2   1571/7328     0.112     0.132      1.02     0.129      1.39       114     0.881
     2/2   1572/7328     0.112     0.132      1.02     0.129      1.39       132     0.857
     2/2   1573/7328     0.112     0.132      1.02     0.129      1.39       127     0.884
     2/2   1574/7328     0.112     0.132      1.02     0.129      1.39       151     0.817
     2/2   1575/7328     0.112     0.132      1.02     0.129      1.39       137     0.977
     2/2   1576/7328     0.112     0.132      1.02     0.129      1.39       129     0.803
     2/2   1577/7328     0.112     0.132      1.02     0.129      1.39       114     0.823
     2/2   1578/7328     0.112     0.132      1.02     0.129      1.39        74     0.933
     2/2   1579/7328     0.112     0.132      1.02     0.128      1.39       138      0.88
     2/2   1580/7328     0.112     0.132      1.02     0.128      1.39       117     0.891
     2/2   1581/7328     0.112     0.131      1.02     0.128      1.39       100     0.859
     2/2   1582/7328     0.112     0.131      1.02     0.128      1.39        85     0.837
     2/2   1583/7328     0.112     0.131      1.02     0.128      1.39        88      0.83
     2/2   1584/7328     0.112     0.131      1.02     0.128      1.39       104     0.848
     2/2   1585/7328     0.112     0.131      1.02     0.128      1.39       121      1.02
     2/2   1586/7328     0.112     0.131      1.02     0.128      1.39       132     0.831
     2/2   1587/7328     0.112     0.131      1.02     0.128      1.39       156     0.854
     2/2   1588/7328     0.112     0.131      1.02     0.128      1.39       112     0.855
     2/2   1589/7328     0.112     0.131      1.02     0.128      1.39       169     0.935
     2/2   1590/7328     0.112     0.131      1.01     0.128      1.39        99     0.872
     2/2   1591/7328     0.112     0.131      1.01     0.128      1.39       112     0.832
     2/2   1592/7328     0.112     0.131      1.01     0.128      1.39        98     0.886
     2/2   1593/7328     0.112     0.131      1.01     0.128      1.39       126     0.885
     2/2   1594/7328     0.112     0.131      1.01     0.128      1.39       151     0.766
     2/2   1595/7328     0.112     0.131      1.01     0.128      1.39       128     0.934
     2/2   1596/7328     0.112     0.131      1.01     0.128      1.39       155      0.91
     2/2   1597/7328     0.112     0.131      1.01     0.128      1.39       166     0.855
     2/2   1598/7328     0.112     0.131      1.01     0.128      1.39       114     0.817
     2/2   1599/7328     0.112     0.131      1.01     0.128      1.39       122     0.917
     2/2   1600/7328     0.112     0.131      1.01     0.128      1.39        72     0.803
     2/2   1601/7328     0.112     0.131      1.01     0.128      1.39       129     0.923
     2/2   1602/7328     0.112     0.131      1.01     0.128      1.39       151     0.896
     2/2   1603/7328     0.112     0.131      1.01     0.128      1.38        85     0.842
     2/2   1604/7328     0.112     0.131      1.01     0.128      1.38       100     0.962
     2/2   1605/7328     0.112     0.131      1.01     0.128      1.38       100     0.897
     2/2   1606/7328     0.112     0.131      1.01     0.128      1.38       107     0.852
     2/2   1607/7328     0.112     0.131      1.01     0.128      1.38       135     0.898
     2/2   1608/7328     0.112     0.131      1.01     0.128      1.38       112     0.844
     2/2   1609/7328     0.112     0.131      1.01     0.128      1.38       155     0.923
     2/2   1610/7328     0.112     0.131      1.01     0.128      1.38       103     0.907
     2/2   1611/7328     0.112     0.131      1.01     0.128      1.38       125     0.954
     2/2   1612/7328     0.112     0.131      1.01     0.128      1.38       142     0.856
     2/2   1613/7328     0.112     0.131      1.01     0.128      1.38       106     0.865
     2/2   1614/7328     0.112     0.131      1.01     0.128      1.38       118     0.878
     2/2   1615/7328     0.112     0.131      1.01     0.128      1.38       118     0.956
     2/2   1616/7328     0.112     0.131      1.01     0.128      1.38       143     0.859
     2/2   1617/7328     0.112     0.131      1.01     0.128      1.38        85     0.839
     2/2   1618/7328     0.112     0.131      1.01     0.128      1.38       123     0.871
     2/2   1619/7328     0.112     0.131      1.01     0.128      1.38       103     0.853
     2/2   1620/7328     0.112     0.131      1.01     0.128      1.38       118     0.879
     2/2   1621/7328     0.112     0.131      1.01     0.128      1.38       148     0.862
     2/2   1622/7328     0.112     0.131      1.01     0.128      1.38       137     0.854
     2/2   1623/7328     0.112     0.131      1.01     0.128      1.38       108      0.91
     2/2   1624/7328     0.112     0.131      1.01     0.128      1.38        85     0.858
     2/2   1625/7328     0.112     0.131      1.01     0.128      1.38       103     0.866
     2/2   1626/7328     0.112     0.131      1.01     0.128      1.38       144     0.829
     2/2   1627/7328     0.112     0.131      1.01     0.128      1.38       156     0.857
     2/2   1628/7328     0.112     0.131      1.01     0.128      1.38       136     0.929
     2/2   1629/7328     0.112     0.131      1.01     0.128      1.38       130     0.819
     2/2   1630/7328     0.112     0.131      1.01     0.128      1.38       160     0.931
     2/2   1631/7328     0.112     0.131      1.01     0.128      1.38        73     0.982
     2/2   1632/7328     0.112     0.131      1.01     0.128      1.38       195     0.885
     2/2   1633/7328     0.112     0.131      1.01     0.128      1.38       191       0.9
     2/2   1634/7328     0.112     0.131      1.01     0.128      1.38       140      0.86
     2/2   1635/7328     0.112     0.131      1.01     0.128      1.38       117     0.853
     2/2   1636/7328     0.112     0.131      1.01     0.127      1.38       108     0.868
     2/2   1637/7328     0.112     0.131      1.01     0.128      1.38       163     0.925
     2/2   1638/7328     0.112     0.131      1.01     0.127      1.38        94     0.843
     2/2   1639/7328     0.112     0.131      1.01     0.127      1.38       193     0.866
     2/2   1640/7328     0.112     0.131      1.01     0.127      1.38        93      0.83
     2/2   1641/7328     0.112     0.131      1.01     0.127      1.38        90     0.866
     2/2   1642/7328     0.112     0.131      1.01     0.128      1.38       128     0.841
     2/2   1643/7328     0.112     0.131      1.01     0.128      1.38       151     0.921
     2/2   1644/7328     0.112     0.131      1.01     0.127      1.38       157      1.02
     2/2   1645/7328     0.112     0.131      1.01     0.127      1.38        81     0.895
     2/2   1646/7328     0.112     0.131      1.01     0.127      1.38       121     0.854
     2/2   1647/7328     0.112     0.131      1.01     0.127      1.38       130     0.864
     2/2   1648/7328     0.112     0.131      1.01     0.127      1.38        93     0.848
     2/2   1649/7328     0.112     0.131      1.01     0.127      1.38       151     0.924
     2/2   1650/7328     0.112     0.131      1.01     0.127      1.38        88     0.863
     2/2   1651/7328     0.112     0.131      1.01     0.127      1.38       161     0.904
     2/2   1652/7328     0.112     0.131      1.01     0.127      1.38       110     0.903
     2/2   1653/7328     0.112     0.131      1.01     0.127      1.38       133     0.886
     2/2   1654/7328     0.112     0.131      1.01     0.127      1.38       109     0.821
     2/2   1655/7328     0.112     0.131      1.01     0.127      1.38       119     0.986
     2/2   1656/7328     0.112     0.131      1.01     0.127      1.38       106     0.825
     2/2   1657/7328     0.112     0.131      1.01     0.127      1.38        80     0.926
     2/2   1658/7328     0.112     0.131      1.01     0.127      1.38       127     0.857
     2/2   1659/7328     0.112     0.131      1.01     0.127      1.38       123     0.826
     2/2   1660/7328     0.112     0.131         1     0.127      1.38        85     0.833
     2/2   1661/7328     0.112     0.131         1     0.127      1.37        95     0.868
     2/2   1662/7328     0.112     0.131         1     0.127      1.37       105       0.9
     2/2   1663/7328     0.112     0.131         1     0.127      1.37        87     0.864
     2/2   1664/7328     0.112     0.131         1     0.127      1.37       136     0.909
     2/2   1665/7328     0.112     0.131         1     0.127      1.37       114     0.868
     2/2   1666/7328     0.112     0.131         1     0.127      1.37       168      1.01
     2/2   1667/7328     0.112     0.131         1     0.127      1.37        96      0.87
     2/2   1668/7328     0.112     0.131         1     0.127      1.37       124     0.891
     2/2   1669/7328     0.112     0.131         1     0.127      1.37        81     0.868
     2/2   1670/7328     0.112     0.131         1     0.127      1.37        72     0.799
     2/2   1671/7328     0.112     0.131         1     0.127      1.37       126     0.833
     2/2   1672/7328     0.112     0.131         1     0.127      1.37       147     0.877
     2/2   1673/7328     0.112     0.131         1     0.127      1.37        91     0.882
     2/2   1674/7328     0.112     0.131         1     0.127      1.37       138     0.903
     2/2   1675/7328     0.112     0.131         1     0.127      1.37       123     0.908
     2/2   1676/7328     0.112     0.131         1     0.127      1.37       100     0.999
     2/2   1677/7328     0.112     0.131         1     0.127      1.37       116      0.96
     2/2   1678/7328     0.112     0.131         1     0.127      1.37       117     0.812
     2/2   1679/7328     0.112     0.131         1     0.127      1.37        79      0.85
     2/2   1680/7328     0.112     0.131         1     0.127      1.37       119      0.79
     2/2   1681/7328     0.112     0.131         1     0.127      1.37        95     0.895
     2/2   1682/7328     0.112     0.131         1     0.127      1.37       110     0.839
     2/2   1683/7328     0.112     0.131         1     0.127      1.37       110     0.859
     2/2   1684/7328     0.112     0.131         1     0.127      1.37       131     0.894
     2/2   1685/7328     0.112     0.131         1     0.127      1.37       114     0.889
     2/2   1686/7328     0.112     0.131         1     0.127      1.37       109     0.926
     2/2   1687/7328     0.112     0.131         1     0.127      1.37       126     0.847
     2/2   1688/7328     0.112     0.131         1     0.127      1.37       122     0.837
     2/2   1689/7328     0.112     0.131         1     0.127      1.37       112      0.84
     2/2   1690/7328     0.112     0.131         1     0.126      1.37       107     0.832
     2/2   1691/7328     0.112     0.131         1     0.126      1.37       144     0.893
     2/2   1692/7328     0.112     0.131     0.999     0.126      1.37       105     0.842
     2/2   1693/7328     0.112     0.131     0.999     0.126      1.37        93     0.874
     2/2   1694/7328     0.112     0.131     0.999     0.126      1.37        99     0.827
     2/2   1695/7328     0.112     0.131     0.999     0.126      1.37        97     0.908
     2/2   1696/7328     0.112     0.131     0.999     0.126      1.37       133     0.876
     2/2   1697/7328     0.112     0.131     0.999     0.126      1.37       133     0.857
     2/2   1698/7328     0.112     0.131     0.999     0.126      1.37       130     0.864
     2/2   1699/7328     0.112     0.131     0.999     0.126      1.37        93     0.955
     2/2   1700/7328     0.112     0.131     0.999     0.126      1.37       133     0.848
     2/2   1701/7328     0.112     0.131     0.998     0.126      1.37        63     0.823
     2/2   1702/7328     0.112     0.131     0.998     0.126      1.37       133      0.86
     2/2   1703/7328     0.112     0.131     0.998     0.126      1.37        91     0.825
     2/2   1704/7328     0.112     0.131     0.997     0.126      1.37        47     0.858
     2/2   1705/7328     0.112     0.131     0.997     0.126      1.37       174      1.01
     2/2   1706/7328     0.112     0.131     0.997     0.126      1.37       133     0.899
     2/2   1707/7328     0.112     0.131     0.997     0.126      1.37       139     0.941
     2/2   1708/7328     0.112     0.131     0.997     0.126      1.37       125      0.86
     2/2   1709/7328     0.112     0.131     0.997     0.126      1.37        91     0.887
     2/2   1710/7328     0.112     0.131     0.997     0.126      1.37       127     0.912
     2/2   1711/7328     0.112     0.131     0.997     0.126      1.37        95     0.858
     2/2   1712/7328     0.112     0.131     0.996     0.126      1.37       116     0.886
     2/2   1713/7328     0.112     0.131     0.996     0.126      1.36        90     0.848
     2/2   1714/7328     0.112     0.131     0.996     0.126      1.36       143     0.864
     2/2   1715/7328     0.112     0.131     0.996     0.126      1.36       123     0.908
     2/2   1716/7328     0.112     0.131     0.996     0.126      1.36       137     0.814
     2/2   1717/7328     0.112     0.131     0.995     0.126      1.36       113     0.872
     2/2   1718/7328     0.112     0.131     0.995     0.126      1.36        61     0.837
     2/2   1719/7328     0.112     0.131     0.995     0.126      1.36       123     0.942
     2/2   1720/7328     0.112     0.131     0.994     0.126      1.36        96     0.931
     2/2   1721/7328     0.112     0.131     0.994     0.126      1.36       118     0.896
     2/2   1722/7328     0.112     0.131     0.994     0.126      1.36        55     0.883
     2/2   1723/7328     0.112     0.131     0.994     0.126      1.36       105      0.88
     2/2   1724/7328     0.112     0.131     0.994     0.126      1.36        93     0.872
     2/2   1725/7328     0.112     0.131     0.994     0.126      1.36       114     0.978
     2/2   1726/7328     0.112     0.131     0.993     0.126      1.36       126     0.844
     2/2   1727/7328     0.112     0.131     0.993     0.126      1.36       111     0.878
     2/2   1728/7328     0.112     0.131     0.993     0.126      1.36       147     0.883
     2/2   1729/7328     0.112     0.131     0.993     0.126      1.36       160     0.939
     2/2   1730/7328     0.112     0.131     0.993     0.126      1.36       104      0.84
     2/2   1731/7328     0.112     0.131     0.993     0.126      1.36       144     0.836
     2/2   1732/7328     0.112     0.131     0.993     0.126      1.36       173     0.877
     2/2   1733/7328     0.112     0.131     0.993     0.126      1.36       103     0.889
     2/2   1734/7328     0.112     0.131     0.993     0.126      1.36       109     0.897
     2/2   1735/7328     0.112     0.131     0.993     0.126      1.36       118     0.868
     2/2   1736/7328     0.112     0.131     0.993     0.126      1.36       176     0.913
     2/2   1737/7328     0.112     0.131     0.993     0.126      1.36       134     0.833
     2/2   1738/7328     0.112     0.131     0.993     0.126      1.36       129     0.973
     2/2   1739/7328     0.112     0.131     0.993     0.126      1.36       179     0.803
     2/2   1740/7328     0.112     0.131     0.993     0.126      1.36       152     0.833
     2/2   1741/7328     0.112     0.131     0.992     0.126      1.36       100     0.889
     2/2   1742/7328     0.112     0.131     0.992     0.126      1.36       164     0.902
     2/2   1743/7328     0.112     0.131     0.992     0.126      1.36        75     0.848
     2/2   1744/7328     0.112     0.131     0.992     0.126      1.36        96     0.867
     2/2   1745/7328     0.112     0.131     0.992     0.126      1.36       137     0.892
     2/2   1746/7328     0.112     0.131     0.992     0.126      1.36        95     0.888
     2/2   1747/7328     0.112     0.131     0.992     0.126      1.36       171     0.856
     2/2   1748/7328     0.112     0.131     0.992     0.126      1.36        87     0.879
     2/2   1749/7328     0.112     0.131     0.991     0.126      1.36        78      0.89
     2/2   1750/7328     0.112     0.131     0.991     0.126      1.36        87     0.868
     2/2   1751/7328     0.112     0.131     0.991     0.126      1.36       112     0.901
     2/2   1752/7328     0.112     0.131     0.991     0.126      1.36        77     0.884
     2/2   1753/7328     0.112     0.131      0.99     0.126      1.36       108      0.96
     2/2   1754/7328     0.112     0.131      0.99     0.125      1.36       113     0.874
     2/2   1755/7328     0.112     0.131      0.99     0.125      1.36       126     0.823
     2/2   1756/7328     0.112     0.131      0.99     0.125      1.36       124     0.876
     2/2   1757/7328     0.112     0.131      0.99     0.125      1.36       174     0.832
     2/2   1758/7328     0.112     0.131      0.99     0.125      1.36       157     0.866
     2/2   1759/7328     0.112     0.131      0.99     0.125      1.36       101     0.828
     2/2   1760/7328     0.112     0.131      0.99     0.125      1.36       138     0.933
     2/2   1761/7328     0.112     0.131      0.99     0.125      1.36       123     0.896
     2/2   1762/7328     0.112     0.131      0.99     0.125      1.36       106      0.97
     2/2   1763/7328     0.112     0.131      0.99     0.125      1.36       117     0.914
     2/2   1764/7328     0.112     0.131      0.99     0.125      1.36       127     0.887
     2/2   1765/7328     0.112     0.131      0.99     0.125      1.36        90     0.908
     2/2   1766/7328     0.112     0.131     0.989     0.125      1.36        86     0.944
     2/2   1767/7328     0.112     0.131     0.989     0.125      1.36       101     0.839
     2/2   1768/7328     0.112     0.131     0.989     0.125      1.36       138     0.908
     2/2   1769/7328     0.112     0.131     0.989     0.125      1.36        66     0.963
     2/2   1770/7328     0.112     0.131     0.989     0.125      1.36       121     0.812
     2/2   1771/7328     0.112     0.131     0.988     0.125      1.36       124     0.823
     2/2   1772/7328     0.112     0.131     0.988     0.125      1.36       168     0.903
     2/2   1773/7328     0.112      0.13     0.988     0.125      1.36        98     0.803
     2/2   1774/7328     0.112      0.13     0.988     0.125      1.36        97     0.911
     2/2   1775/7328     0.112      0.13     0.988     0.125      1.35       102      0.96
     2/2   1776/7328     0.112      0.13     0.987     0.125      1.35        79     0.911
     2/2   1777/7328     0.112      0.13     0.988     0.125      1.35       161      0.84
     2/2   1778/7328     0.112      0.13     0.987     0.125      1.35       118     0.847
     2/2   1779/7328     0.112      0.13     0.987     0.125      1.35       112     0.898
     2/2   1780/7328     0.112      0.13     0.987     0.125      1.35       171     0.873
     2/2   1781/7328     0.112      0.13     0.987     0.125      1.35       162     0.854
     2/2   1782/7328     0.112      0.13     0.987     0.125      1.35       110     0.874
     2/2   1783/7328     0.112      0.13     0.987     0.125      1.35       139     0.838
     2/2   1784/7328     0.112      0.13     0.987     0.125      1.35        77     0.809
     2/2   1785/7328     0.112      0.13     0.987     0.125      1.35       130     0.849
     2/2   1786/7328     0.112      0.13     0.986     0.125      1.35        73     0.912
     2/2   1787/7328     0.112      0.13     0.986     0.125      1.35       110     0.854
     2/2   1788/7328     0.112      0.13     0.986     0.125      1.35        97     0.887
     2/2   1789/7328     0.112      0.13     0.986     0.125      1.35        75      0.84
     2/2   1790/7328     0.112      0.13     0.985     0.125      1.35        96     0.879
     2/2   1791/7328     0.112      0.13     0.985     0.125      1.35       154     0.849
     2/2   1792/7328     0.112      0.13     0.985     0.125      1.35       147     0.804
     2/2   1793/7328     0.112      0.13     0.985     0.125      1.35       124     0.829
     2/2   1794/7328     0.112      0.13     0.985     0.125      1.35       126     0.844
     2/2   1795/7328     0.112      0.13     0.985     0.125      1.35        93     0.893
     2/2   1796/7328     0.112      0.13     0.985     0.125      1.35       125     0.913
     2/2   1797/7328     0.112      0.13     0.985     0.125      1.35       126     0.891
     2/2   1798/7328     0.112      0.13     0.984     0.125      1.35       114     0.982
     2/2   1799/7328     0.112      0.13     0.984     0.125      1.35        80      0.91
     2/2   1800/7328     0.112      0.13     0.984     0.125      1.35        62     0.867
     2/2   1801/7328     0.112      0.13     0.984     0.125      1.35       179     0.859
     2/2   1802/7328     0.112      0.13     0.984     0.125      1.35       106     0.903
     2/2   1803/7328     0.112      0.13     0.984     0.125      1.35        96     0.847
     2/2   1804/7328     0.112      0.13     0.984     0.125      1.35       152     0.919
     2/2   1805/7328     0.112      0.13     0.984     0.125      1.35       112     0.918
     2/2   1806/7328     0.112      0.13     0.983     0.125      1.35        94     0.944
     2/2   1807/7328     0.112      0.13     0.983     0.125      1.35       152      0.96
     2/2   1808/7328     0.112      0.13     0.983     0.125      1.35        97     0.875
     2/2   1809/7328     0.112      0.13     0.983     0.124      1.35       112       0.9
     2/2   1810/7328     0.112      0.13     0.983     0.125      1.35       136     0.897
     2/2   1811/7328     0.112      0.13     0.983     0.124      1.35       106     0.829
     2/2   1812/7328     0.112      0.13     0.983     0.124      1.35       104     0.828
     2/2   1813/7328     0.112      0.13     0.982     0.125      1.35       117     0.872
     2/2   1814/7328     0.112      0.13     0.982     0.125      1.35       135     0.876
     2/2   1815/7328     0.112      0.13     0.983     0.125      1.35       173     0.886
     2/2   1816/7328     0.112      0.13     0.983     0.125      1.35       138     0.865
     2/2   1817/7328     0.112      0.13     0.983     0.125      1.35       117     0.802
     2/2   1818/7328     0.112      0.13     0.982     0.124      1.35        70     0.823
     2/2   1819/7328     0.112      0.13     0.982     0.124      1.35        96      0.94
     2/2   1820/7328     0.112      0.13     0.982     0.124      1.35       145     0.891
     2/2   1821/7328     0.112      0.13     0.982     0.125      1.35       128     0.859
     2/2   1822/7328     0.112      0.13     0.982     0.124      1.35       143     0.864
     2/2   1823/7328     0.112      0.13     0.982     0.124      1.35       104     0.845
     2/2   1824/7328     0.112      0.13     0.982     0.124      1.35       125     0.897
     2/2   1825/7328     0.112      0.13     0.982     0.124      1.35       102     0.873
     2/2   1826/7328     0.112      0.13     0.982     0.124      1.35        96     0.852
     2/2   1827/7328     0.112      0.13     0.981     0.124      1.35       161     0.867
     2/2   1828/7328     0.112      0.13     0.981     0.124      1.35        79     0.892
     2/2   1829/7328     0.112      0.13     0.981     0.124      1.35        93     0.877
     2/2   1830/7328     0.112      0.13     0.981     0.124      1.35       124     0.849
     2/2   1831/7328     0.112      0.13     0.981     0.124      1.35       122     0.885
     2/2   1832/7328     0.112      0.13      0.98     0.124      1.35        94     0.852
     2/2   1833/7328     0.112      0.13      0.98     0.124      1.35       121     0.934
     2/2   1834/7328     0.112      0.13      0.98     0.124      1.35       112      0.86
     2/2   1835/7328     0.112      0.13      0.98     0.124      1.35       104     0.873
     2/2   1836/7328     0.112      0.13      0.98     0.124      1.35       105     0.889
     2/2   1837/7328     0.112      0.13      0.98     0.124      1.35        98     0.853
     2/2   1838/7328     0.112      0.13      0.98     0.124      1.35       155     0.948
     2/2   1839/7328     0.112      0.13      0.98     0.124      1.35       133      0.88
     2/2   1840/7328     0.112      0.13      0.98     0.124      1.35       163     0.984
     2/2   1841/7328     0.112      0.13      0.98     0.124      1.35       148      0.83
     2/2   1842/7328     0.112      0.13      0.98     0.124      1.35       162     0.908
     2/2   1843/7328     0.112      0.13     0.979     0.124      1.35        99     0.907
     2/2   1844/7328     0.112      0.13     0.979     0.124      1.35        91     0.854
     2/2   1845/7328     0.112      0.13     0.979     0.124      1.34        66     0.895
     2/2   1846/7328     0.112      0.13     0.979     0.124      1.34       113     0.882
     2/2   1847/7328     0.112      0.13     0.978     0.124      1.34        88     0.898
     2/2   1848/7328     0.112      0.13     0.978     0.124      1.34        86      1.03
     2/2   1849/7328     0.112      0.13     0.978     0.124      1.34       140      0.94
     2/2   1850/7328     0.112      0.13     0.978     0.124      1.34       105     0.828
     2/2   1851/7328     0.112      0.13     0.978     0.124      1.34        59     0.952
     2/2   1852/7328     0.112      0.13     0.978     0.124      1.34       136     0.852
     2/2   1853/7328     0.112      0.13     0.978     0.124      1.34       133     0.859
     2/2   1854/7328     0.112      0.13     0.977     0.124      1.34        57     0.748
     2/2   1855/7328     0.112      0.13     0.977     0.124      1.34       111     0.885
     2/2   1856/7328     0.112      0.13     0.977     0.124      1.34       155     0.891
     2/2   1857/7328     0.112      0.13     0.977     0.124      1.34       101     0.804
     2/2   1858/7328     0.112      0.13     0.977     0.124      1.34        89      0.85
     2/2   1859/7328     0.112      0.13     0.977     0.124      1.34        73     0.864
     2/2   1860/7328     0.112      0.13     0.976     0.124      1.34       100     0.834
     2/2   1861/7328     0.112      0.13     0.976     0.124      1.34       178     0.928
     2/2   1862/7328     0.112      0.13     0.976     0.124      1.34       142     0.907
     2/2   1863/7328     0.112      0.13     0.976     0.124      1.34       148     0.874
     2/2   1864/7328     0.112      0.13     0.976     0.124      1.34       117     0.866
     2/2   1865/7328     0.112      0.13     0.976     0.124      1.34        87     0.847
     2/2   1866/7328     0.112      0.13     0.976     0.124      1.34       103      0.83
     2/2   1867/7328     0.112      0.13     0.975     0.124      1.34        99     0.918
     2/2   1868/7328     0.112      0.13     0.975     0.124      1.34       115     0.917
     2/2   1869/7328     0.112      0.13     0.975     0.124      1.34       122     0.902
     2/2   1870/7328     0.112      0.13     0.975     0.124      1.34        79     0.844
     2/2   1871/7328     0.112      0.13     0.975     0.124      1.34       121     0.867
     2/2   1872/7328     0.112      0.13     0.975     0.124      1.34       130     0.843
     2/2   1873/7328     0.112      0.13     0.975     0.124      1.34       100     0.926
     2/2   1874/7328     0.112      0.13     0.975     0.124      1.34       101     0.948
     2/2   1875/7328     0.112      0.13     0.975     0.124      1.34       173     0.822
     2/2   1876/7328     0.112      0.13     0.975     0.124      1.34       150     0.864
     2/2   1877/7328     0.112      0.13     0.975     0.124      1.34       133     0.871
     2/2   1878/7328     0.112      0.13     0.974     0.124      1.34        61     0.851
     2/2   1879/7328     0.112      0.13     0.974     0.124      1.34        78     0.842
     2/2   1880/7328     0.112      0.13     0.974     0.124      1.34       151     0.855
     2/2   1881/7328     0.112      0.13     0.974     0.124      1.34        99     0.834
     2/2   1882/7328     0.112      0.13     0.974     0.124      1.34       124     0.812
     2/2   1883/7328     0.112      0.13     0.974     0.124      1.34       124     0.932
     2/2   1884/7328     0.112      0.13     0.973     0.124      1.34        95     0.901
     2/2   1885/7328     0.112      0.13     0.973     0.124      1.34       107     0.837
     2/2   1886/7328     0.112      0.13     0.973     0.124      1.34       120     0.893
     2/2   1887/7328     0.112      0.13     0.973     0.124      1.34        88     0.856
     2/2   1888/7328     0.112      0.13     0.973     0.124      1.34        93      0.84
     2/2   1889/7328     0.112      0.13     0.972     0.124      1.34       119     0.913
     2/2   1890/7328     0.112      0.13     0.972     0.124      1.34       134     0.882
     2/2   1891/7328     0.112      0.13     0.972     0.123      1.34        62     0.877
     2/2   1892/7328     0.112      0.13     0.972     0.123      1.34       111     0.972
     2/2   1893/7328     0.112      0.13     0.972     0.123      1.34       135     0.953
     2/2   1894/7328     0.112      0.13     0.972     0.123      1.34       144     0.866
     2/2   1895/7328     0.112      0.13     0.972     0.123      1.34       158     0.892
     2/2   1896/7328     0.112      0.13     0.972     0.123      1.34       132     0.988
     2/2   1897/7328     0.112      0.13     0.972     0.123      1.34       116     0.909
