Premature end of JPEG file
Premature end of JPEG file
Premature end of JPEG file
Loading dataloaders..
      Image      Total          P          R        mAP
     0/2   2818/7328     0.141     0.344      2.39     0.321       3.2       100      1.19
     0/2   2819/7328     0.141     0.344      2.39     0.321       3.2       139      1.48
     0/2   2820/7328     0.141     0.344      2.39     0.321       3.2       128      1.23
     0/2   2821/7328     0.141     0.344      2.39     0.321       3.2       111      1.21
     0/2   2822/7328     0.141     0.344      2.39     0.321       3.2        85      1.19
     0/2   2823/7328     0.141     0.344      2.39     0.321       3.2       118       1.3
     0/2   2824/7328     0.141     0.344      2.39     0.321       3.2       117      1.21
     0/2   2825/7328     0.141     0.344      2.39     0.321       3.2       195      1.25
     0/2   2826/7328     0.141     0.344      2.39     0.321       3.2       112      1.19
     0/2   2827/7328     0.141     0.344      2.39     0.321       3.2       170      1.25
     0/2   2828/7328     0.141     0.343      2.39     0.321       3.2       130      1.19
     0/2   2829/7328     0.141     0.343      2.39     0.321       3.2        92      1.24
     0/2   2830/7328     0.141     0.343      2.39     0.321       3.2       135      1.29
     0/2   2831/7328     0.141     0.343      2.39     0.321       3.2       129      1.25
     0/2   2832/7328     0.141     0.343      2.39     0.321       3.2       110      1.25
     0/2   2833/7328     0.141     0.343      2.39     0.321       3.2       154      1.27
     0/2   2834/7328     0.141     0.343      2.39     0.321      3.19       131      1.23
     0/2   2835/7328     0.141     0.343      2.39     0.321      3.19       133      1.27
     0/2   2836/7328     0.141     0.343      2.39     0.321      3.19       161       1.2
     0/2   2837/7328     0.141     0.343      2.39     0.321      3.19       117      1.25
     0/2   2838/7328     0.141     0.343      2.39     0.321      3.19        97      1.17
     0/2   2839/7328     0.141     0.343      2.39     0.321      3.19       168      1.18
     0/2   2840/7328     0.141     0.343      2.39     0.321      3.19        87      1.21
     0/2   2841/7328     0.141     0.343      2.39     0.321      3.19       132      1.27
     0/2   2842/7328     0.141     0.343      2.39      0.32      3.19       172      1.21
     0/2   2843/7328     0.141     0.343      2.39      0.32      3.19        79      1.15
     0/2   2844/7328     0.141     0.343      2.39      0.32      3.19       128      1.19
     0/2   2845/7328     0.141     0.343      2.39      0.32      3.19       166      1.19
     0/2   2846/7328     0.141     0.343      2.39      0.32      3.19       112      1.24
     0/2   2847/7328     0.141     0.343      2.39      0.32      3.19        99      1.22
     0/2   2848/7328     0.141     0.342      2.39      0.32      3.19       140      1.23
     0/2   2849/7328     0.141     0.342      2.39      0.32      3.19       138      1.11
     0/2   2850/7328     0.141     0.342      2.39      0.32      3.19       130      1.12
     0/2   2851/7328     0.141     0.342      2.39      0.32      3.19       171      1.19
     0/2   2852/7328     0.141     0.342      2.39      0.32      3.19       128      1.42
     0/2   2853/7328     0.141     0.342      2.39      0.32      3.19       119      1.31
     0/2   2854/7328     0.141     0.342      2.39      0.32      3.19       117      1.21
     0/2   2855/7328     0.141     0.342      2.39      0.32      3.19       150      1.54
     0/2   2856/7328     0.141     0.342      2.39      0.32      3.19       121      2.12
     0/2   2857/7328     0.141     0.342      2.39      0.32      3.19       188      1.17
     0/2   2858/7328     0.141     0.342      2.38      0.32      3.19       150      1.25
     0/2   2859/7328     0.141     0.342      2.38      0.32      3.19       186      1.18
     0/2   2860/7328     0.141     0.342      2.38      0.32      3.19       115      1.23
     0/2   2861/7328     0.141     0.342      2.38      0.32      3.19       149      1.28
     0/2   2862/7328     0.141     0.342      2.38      0.32      3.19       129       1.3
     0/2   2863/7328     0.141     0.342      2.38      0.32      3.19       231       1.2
     0/2   2864/7328     0.141     0.342      2.38      0.32      3.19        67      1.24
     0/2   2865/7328     0.141     0.342      2.38      0.32      3.19       100      1.21
     0/2   2866/7328     0.141     0.342      2.38      0.32      3.19       140      1.23
     0/2   2867/7328     0.141     0.342      2.38      0.32      3.19       136      1.33
     0/2   2868/7328     0.141     0.341      2.38      0.32      3.18        92      1.24
     0/2   2869/7328     0.141     0.341      2.38      0.32      3.18       116      1.18
     0/2   2870/7328     0.141     0.341      2.38      0.32      3.18       133      1.16
     0/2   2871/7328     0.141     0.341      2.38      0.32      3.18        96      1.19
     0/2   2872/7328     0.141     0.341      2.38      0.32      3.18       177      1.27
     0/2   2873/7328     0.141     0.341      2.38      0.32      3.18       120       1.2
     0/2   2874/7328     0.141     0.341      2.38      0.32      3.18       125      1.12
     0/2   2875/7328     0.141     0.341      2.38      0.32      3.18       129      1.29
     0/2   2876/7328     0.141     0.341      2.38      0.32      3.18       149      1.26
     0/2   2877/7328     0.141     0.341      2.38     0.319      3.18       114      1.33
     0/2   2878/7328     0.141     0.341      2.38     0.319      3.18       163      1.25
     0/2   2879/7328     0.141     0.341      2.38     0.319      3.18       102      1.23
     0/2   2880/7328     0.141     0.341      2.38     0.319      3.18       118      1.11
     0/2   2881/7328     0.141     0.341      2.38     0.319      3.18        87       1.3
     0/2   2882/7328     0.141     0.341      2.38     0.319      3.18       144      1.26
     0/2   2883/7328     0.141     0.341      2.38     0.319      3.18       108      1.27
     0/2   2884/7328     0.141     0.341      2.38     0.319      3.18       144      1.29
     0/2   2885/7328     0.141     0.341      2.38     0.319      3.18       124      1.22
     0/2   2886/7328     0.141     0.341      2.38     0.319      3.18        98      1.32
     0/2   2887/7328     0.141      0.34      2.38     0.319      3.18       121      1.87
     0/2   2888/7328     0.141      0.34      2.38     0.319      3.18        87      2.48
     0/2   2889/7328     0.141      0.34      2.38     0.319      3.18        97      2.44
     0/2   2890/7328     0.141      0.34      2.38     0.319      3.18        98      1.84
     0/2   2891/7328     0.141      0.34      2.38     0.319      3.18       121      1.52
     0/2   2892/7328     0.141      0.34      2.38     0.319      3.18       133      1.55
     0/2   2893/7328     0.141      0.34      2.38     0.319      3.18       157       2.1
     0/2   2894/7328     0.141      0.34      2.38     0.319      3.18       135      3.15
     0/2   2895/7328     0.141      0.34      2.38     0.319      3.18        76      3.43
     0/2   2896/7328     0.141      0.34      2.38     0.319      3.17        86      3.48
     0/2   2897/7328     0.141      0.34      2.37     0.319      3.17       110      1.68
     0/2   2898/7328     0.141      0.34      2.37     0.319      3.17       103       3.3
     0/2   2899/7328     0.141      0.34      2.37     0.319      3.17        87      2.49
     0/2   2900/7328     0.141      0.34      2.37     0.319      3.17        92       2.1
     0/2   2901/7328     0.141      0.34      2.37     0.319      3.17       141      2.19
     0/2   2902/7328     0.141      0.34      2.37     0.319      3.17       179       3.5
     0/2   2903/7328     0.141      0.34      2.37     0.319      3.17        71      2.25
     0/2   2904/7328     0.141     0.339      2.37     0.319      3.17        98         2
     0/2   2905/7328     0.141     0.339      2.37     0.319      3.17       115      1.84
     0/2   2906/7328     0.141     0.339      2.37     0.319      3.17       111      2.28
     0/2   2907/7328     0.141     0.339      2.37     0.319      3.17        86      1.84
     0/2   2908/7328     0.141     0.339      2.37     0.318      3.17        83      1.33
     0/2   2909/7328     0.141     0.339      2.37     0.318      3.17       120      1.27
     0/2   2910/7328     0.141     0.339      2.37     0.318      3.17       138      1.19
     0/2   2911/7328     0.141     0.339      2.37     0.318      3.17       123      1.18
     0/2   2912/7328     0.141     0.339      2.37     0.318      3.17       151      1.24
     0/2   2913/7328     0.141     0.339      2.37     0.318      3.17        98      1.23
     0/2   2914/7328     0.141     0.339      2.37     0.318      3.17       123      1.19
     0/2   2915/7328     0.141     0.339      2.37     0.318      3.17       182       1.2
     0/2   2916/7328     0.141     0.339      2.37     0.318      3.17       186      1.21
     0/2   2917/7328     0.141     0.339      2.37     0.318      3.17       152      1.55
     0/2   2918/7328     0.141     0.339      2.37     0.318      3.17       171       1.5
     0/2   2919/7328     0.141     0.339      2.37     0.318      3.17       142      1.19
     0/2   2920/7328     0.141     0.339      2.37     0.318      3.17       111      1.27
     0/2   2921/7328     0.141     0.339      2.37     0.318      3.17       132      1.16
     0/2   2922/7328     0.141     0.339      2.37     0.318      3.17       173      1.34
     0/2   2923/7328     0.141     0.339      2.37     0.318      3.17       138      1.22
     0/2   2924/7328     0.141     0.338      2.37     0.318      3.17       160      1.21
     0/2   2925/7328     0.141     0.338      2.37     0.318      3.16        48      1.14
     0/2   2926/7328     0.141     0.338      2.37     0.318      3.16       122       1.3
     0/2   2927/7328     0.141     0.338      2.37     0.318      3.16       101      1.21
     0/2   2928/7328     0.141     0.338      2.37     0.318      3.16       103      1.16
     0/2   2929/7328     0.141     0.338      2.37     0.318      3.16        80      1.21
     0/2   2930/7328     0.141     0.338      2.37     0.318      3.16       187      1.22
     0/2   2931/7328      0.14     0.338      2.37     0.318      3.16        57      1.34
     0/2   2932/7328      0.14     0.338      2.37     0.318      3.16       115      1.16
     0/2   2933/7328      0.14     0.338      2.37     0.318      3.16       107      1.24
     0/2   2934/7328      0.14     0.338      2.37     0.318      3.16       110       1.3
     0/2   2935/7328      0.14     0.338      2.36     0.318      3.16        82      1.24
     0/2   2936/7328      0.14     0.338      2.36     0.318      3.16       119      1.22
